shelfmark,title,additional_titles,authors,language,language_codes,date,place
8,"Gallican Psalter with Canticles, Litany, and Prayers","Bookplate, Library Company of Philadelphia|Binding note|Note on date of manuscript|Psalm 1|Psalm 26|Psalm 51|Psalm 52|Psalm 68|Psalm 80|Psalm 97|Psalm 109|Canticles, Litany, and Prayers|Canticle of Zecheriah with musical notation","",Latin,lat,"",Northeastern France
