shelfmark,title,additional_titles,authors,language,language_codes,date,place
a CAJS: RAR MS 82.313.1.2,Genizah fragments|שרידי גניזה,"","",In Hebrew (fragments 4 and 5; possible Hebrew palimpsest writing on fragment 3); additional Arabic text (fragments 1-3),heb|ara,between 1000 and 1399,""
