shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 Ib62,Sharḥ mukhtaṣar ʻalá Alfīyat Ibn Mālik.|شرح مختصر على ألفية ابن مالك,Sharḥ mukhtaṣar ʻalá Alfīyat Ibn Mālik.,"Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405|Ibn Mālik, Muḥammad ibn ʻAbd Allāh, -1274",Arabic,ara,1842,""
