shelfmark,title,additional_titles,authors,language,language_codes,date,place
"12H, Box 2, Folder 5",Helen Griffith Daily Diary,"1903-1909|6:35 PM September 3, 1903|September 24|September 25|September 26|September 27|September 28|September 29|Febuary 28, 1904|Febuary 29|March 1|March 2|March 3|March 4|March 5|March 6|March 9|March 12|March 15|September 29, 1904|September 30, 1904|October 1, 1904|October 2, 1904|October 3|October 4|October 5|October 6|October 7|Octobr 8|October 9|October 10|October 11, 1904|October 12|October 13|October 14/15|October 16|October 17|October 18|October 19|October 20|October 21|October 22|October 23|October 24|October 25|October 26|October 27|October 28|October 29|October 30|October 31|November 1|November 2|November 3|November 4|November 5|November 6|November 7|November 8|November 9|November 10|November 11|November 14|November 18|November 19|November 21|November 23|December 10|December 14|December 18|December 19|December 20|December 22|January 1, 1905|January 2|January 3|January 4|January 5|January 6|January 7|January 8|January 9|January 10|January 11|January 12|January 13|January 14|January 15|January 16|January 17|January 18|January 19|January 20|January 21|January 22|January 23|January 24|January 25, 1905|January 26, 1905|January 27|January 28|January 29|January 30|January 31|Febuary 1|Febuary 2|Decmber 13, 1909|December 14|December 20, 1909|December 24, 1909|December 25, 1909|December 26, 1909|December 28, 1909|December 30, 1909|December 31|Febuary 19|Febuary 20|Febuary 21|Febuary 22|Febuary 23|Febuary 24|Febuary 25|Febuary 26|Febuary 27|Febuary 28|March 1|March 2|March 3|March 4|March 5|March 6|March 7|March 6|March 8|March 9|September 29, 1905|September 30|October 1|January 4, 1907|September 19, 1909|September 20, 1909|September 21, 1909|September 22, 1909|September 23, 1909|September 24, 1909|September 25, 1909|September 26, 1909|September 27, 1909|September 28, 1909|September 29|September 30|October 1|October 2|October 4|October 5|October 6|October 7|October 8, 1909|October 9, 1909|October 11, 1909|October 12|October 14|Friday October 16|Saturday October 16|October 18|October 20|October 21|October 22|October 23|October 24|October 25|October 27|October 28|October 29|October 30|October 31|November 1|November 2|November 3|November 5|November 7|November 8|November 11|November 13|November 14|November 16|November 18|November 19|November 21|November 22|November 24|November 25|November 26|November 27|November 30|December 4|December 5|December 9|December 12","",Primary language: English.,eng,From 1903 to 1909,Bryn Mawr (Pa.)
